

Software Version	3.04.17



Experiment File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\20201107_exp13_gfp_post_spike.xpt
Protocol File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\gfp_24hr_protocol.prt



Plate Number	Plate 1
Date	11/7/2020
Time	7:09:40 AM
Reader Type:	Synergy H1
Reader Serial Number:	271275
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 34°C
	Preheat before moving to next step
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:03:00, 481 Reads
    Read	gfp
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 61
	Filter Set 2
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 9.5 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A	SPL1	SPL10																							Well ID
B	SPL2	SPL11																							Well ID
C	SPL3	SPL12																							Well ID
D	SPL4	SPL13																							Well ID
E	SPL5	SPL14																							Well ID
F	SPL6	SPL15																							Well ID
G	SPL7	SPL16																							Well ID
H	SPL8	SPL17																							Well ID
I	SPL9	SPL18																							Well ID
J																									Well ID
K																									Well ID
L																									Well ID
M																									Well ID
N																									Well ID
O																									Well ID
P																									Well ID

gfp:485,515

Time	T° gfp:485,515	A1	A2	B1	B2	C1	C2	D1	D2	E1	E2	F1	F2	G1	G2	H1	H2	I1	I2
3:36:11	34.0	OVRFLW	OVRFLW	5484	5513	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1592	1400	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17368	16878
3:39:11	34.0	OVRFLW	OVRFLW	5674	5610	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1700	1372	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17600	16966
3:42:11	34.0	OVRFLW	OVRFLW	5590	5680	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1576	1419	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99730	OVRFLW	17512	16398
3:45:11	34.0	OVRFLW	OVRFLW	5487	5600	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1570	1449	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17660	16782
3:48:11	34.0	OVRFLW	OVRFLW	5506	5530	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1630	1395	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17750	17063
3:51:11	34.0	OVRFLW	OVRFLW	5757	5537	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1661	1412	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17529	16878
3:54:11	34.0	OVRFLW	OVRFLW	5560	5616	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1678	1408	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17651	16803
3:57:11	34.0	OVRFLW	OVRFLW	5684	5771	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1687	1406	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17870	17016
4:00:11	34.0	OVRFLW	OVRFLW	5785	5528	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1643	1426	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17628	16964
4:03:11	34.0	OVRFLW	OVRFLW	5811	5666	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1601	1350	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17608	16918
4:06:11	34.0	OVRFLW	OVRFLW	5889	5741	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1672	1394	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17538	16723
4:09:11	34.0	OVRFLW	OVRFLW	5637	5704	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1657	1408	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17831	16869
4:12:11	34.0	OVRFLW	OVRFLW	5802	6018	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1678	1444	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17675	16802
4:15:11	34.0	OVRFLW	OVRFLW	5819	5730	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1692	1438	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17560	16861
4:18:11	34.0	OVRFLW	OVRFLW	5880	5651	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1637	1384	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17483	16736
4:21:11	34.0	OVRFLW	OVRFLW	5848	5898	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1658	1481	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17480	16843
4:24:11	34.0	OVRFLW	OVRFLW	5899	5823	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1671	1439	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99624	OVRFLW	17657	16922
4:27:11	34.0	OVRFLW	OVRFLW	5797	5932	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1649	1376	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17426	16603
4:30:11	34.0	OVRFLW	OVRFLW	5852	5890	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1630	1441	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17907	16801
4:33:11	34.0	OVRFLW	OVRFLW	5784	5772	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1707	1426	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17725	17087
4:36:11	34.0	OVRFLW	OVRFLW	5952	5785	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1647	1444	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17771	17086
4:39:11	34.0	OVRFLW	OVRFLW	5847	5835	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1662	1447	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17592	16918
4:42:11	34.0	OVRFLW	OVRFLW	5867	5702	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1658	1413	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17609	17039
4:45:11	34.0	OVRFLW	OVRFLW	5912	6022	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1687	1425	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17558	16681
4:48:11	34.0	OVRFLW	OVRFLW	5733	5819	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1692	1438	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17445	16545
4:51:11	34.0	OVRFLW	OVRFLW	5803	5912	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1754	1441	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17418	16838
4:54:11	34.0	OVRFLW	OVRFLW	5888	5709	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1693	1385	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17678	16860
4:57:11	34.0	OVRFLW	OVRFLW	6042	5914	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1674	1439	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17641	16618
5:00:11	34.0	OVRFLW	OVRFLW	5875	5856	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1669	1509	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	16977	16600
5:03:11	34.0	OVRFLW	OVRFLW	6160	5958	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1780	1416	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17536	17141
5:06:11	34.0	OVRFLW	OVRFLW	6077	5696	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1706	1440	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17694	17044
5:09:11	34.0	OVRFLW	OVRFLW	5907	5754	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1746	1454	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17566	17053
5:12:11	34.0	OVRFLW	OVRFLW	6036	5854	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1713	1388	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17571	17211
5:15:11	34.0	OVRFLW	OVRFLW	6013	5815	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1756	1491	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17262	16721
5:18:11	34.0	OVRFLW	OVRFLW	6150	5814	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1768	1434	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17286	17080
5:21:11	34.0	OVRFLW	OVRFLW	5899	5851	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1751	1501	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17793	16443
5:24:11	34.0	OVRFLW	OVRFLW	6201	5923	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1734	1510	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17378	17097
5:27:11	34.0	OVRFLW	OVRFLW	5977	6105	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1771	1449	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17515	16488
5:30:11	34.0	OVRFLW	OVRFLW	6277	5880	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1800	1534	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17682	16831
5:33:11	34.0	OVRFLW	OVRFLW	6067	5865	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1765	1484	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17442	16793
5:36:11	34.0	OVRFLW	OVRFLW	6060	6011	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1770	1483	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17716	16890
5:39:11	34.0	OVRFLW	OVRFLW	6089	5857	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1788	1542	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17807	16672
5:42:11	34.0	OVRFLW	OVRFLW	6027	5968	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1785	1478	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17425	16849
5:45:11	34.0	OVRFLW	OVRFLW	6129	6105	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1732	1502	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17697	16577
5:48:11	34.0	OVRFLW	OVRFLW	6204	5954	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1782	1472	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18089	16730
5:51:11	34.0	OVRFLW	OVRFLW	6137	5928	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1807	1555	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17646	16945
5:54:11	34.0	OVRFLW	OVRFLW	6142	6090	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1799	1497	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17632	16794
5:57:11	34.0	OVRFLW	OVRFLW	6243	6069	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1783	1524	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17476	16650
6:00:11	34.0	OVRFLW	OVRFLW	6226	6015	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1839	1516	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17443	16616
6:03:11	34.0	OVRFLW	OVRFLW	6145	6053	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1819	1527	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17717	17006
6:06:11	34.0	OVRFLW	OVRFLW	6247	5875	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1807	1489	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17985	16715
6:09:11	34.0	OVRFLW	OVRFLW	6225	6022	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1808	1620	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18003	17026
6:12:11	34.0	OVRFLW	OVRFLW	6291	5946	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1841	1549	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17644	16641
6:15:11	34.0	OVRFLW	OVRFLW	6270	6027	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1835	1553	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17549	16975
6:18:11	34.0	OVRFLW	OVRFLW	6339	5932	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1831	1484	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17529	16856
6:21:11	34.0	OVRFLW	OVRFLW	6248	5964	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1758	1504	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17545	16812
6:24:11	34.0	OVRFLW	OVRFLW	6342	6090	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1842	1534	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17793	16514
6:27:11	34.0	OVRFLW	OVRFLW	6320	6031	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1784	1558	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17742	16734
6:30:11	34.0	OVRFLW	OVRFLW	6405	6066	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1875	1546	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17610	16831
6:33:11	34.0	OVRFLW	OVRFLW	6165	6099	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1870	1520	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18157	17144
6:36:11	34.0	OVRFLW	OVRFLW	6099	5986	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1838	1570	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17641	16865
6:39:11	34.0	OVRFLW	OVRFLW	6420	6038	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1832	1599	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17244	16803
6:42:11	34.0	OVRFLW	OVRFLW	6251	6136	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1801	1505	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17779	16726
6:45:11	34.0	OVRFLW	OVRFLW	6262	5941	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1797	1589	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18144	16752
6:48:11	34.0	OVRFLW	OVRFLW	6319	6041	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1810	1521	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17709	16983
6:51:11	34.0	OVRFLW	OVRFLW	6291	5947	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1949	1530	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18136	16840
6:54:11	34.0	OVRFLW	OVRFLW	6259	6065	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1920	1538	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17697	17066
6:57:11	34.0	OVRFLW	OVRFLW	6283	5976	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1863	1586	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18017	16633
7:00:11	34.0	OVRFLW	OVRFLW	6240	6007	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1839	1517	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17876	16751
7:03:11	34.0	OVRFLW	OVRFLW	6338	5940	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1883	1601	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17802	16753
7:06:11	34.0	OVRFLW	OVRFLW	6542	6058	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1888	1673	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17648	16566
7:09:11	34.0	OVRFLW	OVRFLW	6396	5951	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1829	1674	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17505	16855
7:12:11	34.0	OVRFLW	OVRFLW	6432	5989	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1904	1551	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18005	16883
7:15:11	33.9	OVRFLW	OVRFLW	6488	6030	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1935	1600	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17820	16831
7:18:11	34.0	OVRFLW	OVRFLW	6334	5943	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1946	1557	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17956	17179
7:21:11	34.0	OVRFLW	OVRFLW	6545	6008	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1853	1588	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17711	16903
7:24:11	34.0	OVRFLW	OVRFLW	6393	5907	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1978	1643	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17993	17000
7:27:11	34.0	OVRFLW	OVRFLW	6465	6092	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1900	1650	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17726	16980
7:30:11	34.0	OVRFLW	OVRFLW	6549	5957	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1919	1650	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17945	16701
7:33:11	34.0	OVRFLW	OVRFLW	6465	5890	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1921	1576	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18088	16681
7:36:11	34.0	OVRFLW	OVRFLW	6553	6150	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1908	1658	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17817	16553
7:39:11	34.0	OVRFLW	OVRFLW	6360	6038	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1850	1615	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17887	16992
7:42:11	34.0	OVRFLW	OVRFLW	6534	5892	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1871	1605	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18075	16977
7:45:11	34.0	OVRFLW	OVRFLW	6398	5981	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1932	1619	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17743	16959
7:48:11	34.0	OVRFLW	OVRFLW	6528	6045	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1896	1628	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17973	16837
7:51:11	34.0	OVRFLW	OVRFLW	6423	5864	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1969	1662	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17767	17126
7:54:11	34.0	OVRFLW	OVRFLW	6511	5848	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1955	1647	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18340	17070
7:57:11	34.0	OVRFLW	OVRFLW	6441	6009	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1916	1617	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18008	17276
8:00:11	34.0	OVRFLW	OVRFLW	6536	5873	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2004	1609	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18126	16768
8:03:11	34.0	OVRFLW	OVRFLW	6387	6112	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1935	1639	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17894	16835
8:06:11	34.0	OVRFLW	OVRFLW	6444	6120	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1935	1566	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17923	17272
8:09:11	34.0	OVRFLW	OVRFLW	6569	6091	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1936	1617	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18098	17402
8:12:11	34.0	OVRFLW	OVRFLW	6540	6050	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2011	1612	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17957	17034
8:15:11	34.0	OVRFLW	OVRFLW	6452	5979	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1981	1672	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17991	16990
8:18:11	34.0	OVRFLW	OVRFLW	6486	5921	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1905	1629	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18263	17130
8:21:11	34.0	OVRFLW	OVRFLW	6692	6044	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1979	1675	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18145	16852
8:24:11	34.0	OVRFLW	OVRFLW	6553	5944	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1973	1671	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18122	16997
8:27:11	34.0	OVRFLW	OVRFLW	6587	6038	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1964	1691	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17823	17134
8:30:11	34.0	OVRFLW	OVRFLW	6608	6115	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1975	1671	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18439	17241
8:33:11	34.0	OVRFLW	OVRFLW	6766	6151	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2046	1627	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18339	16916
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
