

Software Version	3.04.17



Experiment File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\20201107_exp13_gfp_post_spike.xpt
Protocol File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\gfp_24hr_protocol.prt



Plate Number	Plate 1
Date	11/7/2020
Time	7:09:40 AM
Reader Type:	Synergy H1
Reader Serial Number:	271275
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 34°C
	Preheat before moving to next step
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:03:00, 481 Reads
    Read	gfp
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 61
	Filter Set 2
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 9.5 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A	SPL1	SPL10																							Well ID
B	SPL2	SPL11																							Well ID
C	SPL3	SPL12																							Well ID
D	SPL4	SPL13																							Well ID
E	SPL5	SPL14																							Well ID
F	SPL6	SPL15																							Well ID
G	SPL7	SPL16																							Well ID
H	SPL8	SPL17																							Well ID
I	SPL9	SPL18																							Well ID
J																									Well ID
K																									Well ID
L																									Well ID
M																									Well ID
N																									Well ID
O																									Well ID
P																									Well ID

gfp:485,515

Time	T° gfp:485,515	A1	A2	B1	B2	C1	C2	D1	D2	E1	E2	F1	F2	G1	G2	H1	H2	I1	I2
6:21:00	34.0	4521	4398	181	166	3472	4045	4517	3869	48	42	3428	4015	7294	7229	2945	3288	479	469
6:24:00	34.0	4573	4324	188	171	3456	3902	4515	3892	56	40	3464	4012	7338	7133	2935	3262	479	469
6:27:00	34.0	4491	4334	173	162	3399	3959	4544	3941	50	42	3437	4060	7471	7070	2920	3282	492	466
6:30:00	34.0	4542	4361	184	175	3426	3903	4478	3927	48	45	3457	3990	7390	7284	2896	3215	482	468
6:33:00	34.0	4509	4375	175	161	3459	3961	4587	3901	54	39	3455	3979	7335	7184	2909	3269	487	472
6:36:00	34.0	4505	4353	176	167	3488	3997	4557	3955	58	31	3451	3991	7401	7213	2946	3311	500	467
6:39:00	34.0	4603	4379	186	168	3435	3899	4576	3944	54	44	3451	4040	7373	7150	2960	3289	500	469
6:42:00	34.0	4541	4389	176	162	3452	3946	4587	3938	53	40	3470	4048	7472	7032	2945	3297	487	475
6:45:00	34.0	4612	4319	180	174	3424	3971	4527	3842	57	42	3396	4068	7474	7052	2931	3327	491	464
6:48:00	34.0	4582	4323	181	171	3414	3963	4599	3971	52	45	3440	4007	7301	6977	2940	3313	500	463
6:51:00	34.0	4674	4345	182	169	3438	3932	4482	3997	57	47	3497	4033	7347	7154	2903	3274	487	466
6:54:00	34.0	4618	4330	181	170	3445	3874	4494	3897	55	41	3373	4009	7426	6984	2958	3197	500	474
6:57:00	34.0	4530	4359	180	172	3478	3914	4568	3911	48	48	3437	4030	7354	7086	2975	3297	493	476
7:00:00	34.0	4569	4286	179	164	3468	3949	4610	3934	54	40	3410	4028	7396	7252	2939	3259	499	471
7:03:00	34.0	4565	4380	175	162	3455	3951	4526	3907	58	47	3452	4056	7311	7149	2958	3294	489	470
7:06:00	34.0	4646	4335	175	167	3481	3989	4510	3927	56	47	3465	4070	7328	7140	2992	3314	489	476
7:09:00	34.0	4623	4385	182	163	3435	3879	4508	3869	50	49	3437	4072	7239	7121	3001	3316	513	473
7:12:00	34.0	4676	4302	179	169	3439	3851	4573	3894	48	33	3416	3959	7266	7115	3017	3316	508	462
7:15:00	33.9	4535	4323	185	163	3413	3883	4542	3934	61	40	3451	3963	7357	7117	2958	3362	493	477
7:18:00	34.0	4612	4310	177	170	3474	3903	4520	3888	54	42	3459	4014	7308	6998	3070	3380	498	467
7:21:00	34.0	4605	4325	185	172	3486	3880	4465	3857	52	41	3415	4017	7404	7170	3010	3355	504	472
7:24:00	34.0	4557	4301	182	165	3424	3972	4622	3849	50	52	3453	4007	7350	7216	3044	3295	494	460
7:27:00	34.0	4636	4414	187	156	3468	3874	4561	3890	60	40	3443	4058	7409	7162	3040	3340	504	484
7:30:00	34.0	4591	4404	183	156	3373	3916	4508	3942	55	45	3376	3998	7349	6976	3045	3298	497	477
7:33:00	34.0	4527	4294	173	176	3476	3939	4436	3846	40	47	3381	3969	7398	7166	3017	3334	498	467
7:36:00	34.0	4655	4244	186	160	3375	3909	4448	3972	55	47	3448	4065	7284	7062	3029	3319	502	467
7:39:00	34.0	4530	4379	182	163	3469	3834	4559	3876	56	44	3454	3985	7346	7172	2971	3339	492	472
7:42:00	34.0	4560	4338	190	165	3446	3934	4459	3927	49	41	3429	4045	7384	7006	3045	3378	490	469
7:45:00	34.0	4624	4354	186	166	3447	3927	4583	3900	55	48	3432	3930	7402	6980	3062	3337	496	483
7:48:00	34.0	4602	4381	184	165	3399	3936	4548	3862	55	46	3431	4010	7445	7050	3076	3305	502	473
7:51:00	34.0	4503	4292	190	164	3439	3968	4552	3919	56	48	3453	3998	7396	7079	3084	3283	491	467
7:54:00	34.0	4555	4320	181	161	3429	3919	4420	3893	56	57	3471	4043	7416	7058	3081	3332	496	470
7:57:00	34.0	4590	4317	184	162	3434	3929	4590	3860	57	53	3384	4000	7443	6941	3088	3373	503	471
8:00:00	34.0	4596	4363	182	164	3428	3954	4421	3919	57	41	3472	4065	7263	7023	3057	3361	504	477
8:03:00	34.0	4505	4363	177	160	3421	3930	4534	3887	56	48	3446	3995	7322	6987	3067	3344	502	466
8:06:00	34.0	4438	4258	186	163	3401	3931	4529	3949	53	53	3451	3965	7456	7184	3087	3420	504	464
8:09:00	34.0	4554	4422	185	176	3435	3987	4564	3886	50	49	3457	3929	7272	7133	3098	3360	510	480
8:12:00	34.0	4577	4360	180	162	3388	3962	4561	3901	55	46	3441	3937	7334	7050	3120	3378	516	485
8:15:00	34.0	4538	4329	191	167	3414	3970	4480	3879	66	47	3470	4018	7289	6884	3089	3375	500	471
8:18:00	34.0	4564	4347	186	165	3421	3890	4503	3919	57	44	3458	4022	7397	7136	3086	3398	507	475
8:21:00	34.0	4679	4384	181	173	3434	3996	4521	3916	44	50	3430	3957	7333	7074	3089	3405	491	464
8:24:00	34.0	4551	4280	178	165	3450	3863	4540	3896	55	43	3467	3975	7481	7107	3104	3335	507	469
8:27:00	34.0	4620	4340	187	167	3467	3889	4456	3843	59	43	3478	3977	7402	7164	3121	3365	499	473
8:30:00	34.0	4495	4281	189	168	3495	3877	4566	3846	58	48	3416	4035	7423	7029	3118	3435	508	465
8:33:00	34.0	4534	4279	188	173	3423	3948	4534	3902	53	41	3413	3944	7383	7105	3097	3387	501	470
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			
0:00:00																			

gfp:485,515[2]

Time	T° gfp:485,515[2]	A1	A2	B1	B2	C1	C2	D1	D2	E1	E2	F1	F2	G1	G2	H1	H2	I1	I2
0:00:11	34.0	OVRFLW	OVRFLW	6747	6747	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1983	1765	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	20988	20123
0:03:11	34.0	OVRFLW	OVRFLW	6738	6611	OVRFLW	OVRFLW	OVRFLW	OVRFLW	2034	1824	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	19954	19988
0:06:11	34.0	OVRFLW	OVRFLW	5904	6088	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1998	1732	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	19806	19088
0:09:11	34.0	OVRFLW	OVRFLW	5520	5372	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1882	1759	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	19275	18767
0:12:11	34.0	OVRFLW	OVRFLW	5354	5239	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1955	1792	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	19176	18375
0:15:11	34.0	OVRFLW	OVRFLW	5297	5166	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1857	1652	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18500	18043
0:18:11	34.0	OVRFLW	OVRFLW	4899	4972	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1707	1599	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18470	17999
0:21:11	34.0	OVRFLW	OVRFLW	4861	5077	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1537	1499	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18425	17722
0:24:11	34.0	OVRFLW	OVRFLW	4982	4985	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1602	1428	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18185	17877
0:27:11	34.0	OVRFLW	OVRFLW	4832	4790	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1532	1437	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99194	OVRFLW	18486	17981
0:30:11	34.0	OVRFLW	OVRFLW	4866	4918	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1625	1390	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99965	OVRFLW	18417	17501
0:33:11	34.0	OVRFLW	OVRFLW	4897	4977	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1574	1419	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98712	OVRFLW	17822	17960
0:36:11	34.0	OVRFLW	OVRFLW	4988	4800	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1577	1447	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99091	OVRFLW	18318	17524
0:39:11	34.0	OVRFLW	OVRFLW	4747	4784	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1555	1427	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99435	OVRFLW	17900	17581
0:42:11	34.0	OVRFLW	OVRFLW	4843	4905	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1526	1431	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98474	OVRFLW	18342	17671
0:45:11	34.0	OVRFLW	OVRFLW	4827	4847	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1510	1367	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99982	OVRFLW	18246	17296
0:48:11	34.0	OVRFLW	OVRFLW	5022	5004	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1562	1417	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98135	OVRFLW	17619	17386
0:51:11	34.0	OVRFLW	OVRFLW	4937	4805	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1522	1481	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99940	OVRFLW	17804	17099
0:54:11	34.0	OVRFLW	OVRFLW	4898	5044	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1499	1496	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99948	OVRFLW	17584	17576
0:57:11	34.0	OVRFLW	OVRFLW	4821	4824	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1602	1420	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99714	OVRFLW	17985	17715
1:00:11	34.0	OVRFLW	OVRFLW	4971	4779	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1496	1482	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98467	OVRFLW	17961	17647
1:03:11	34.0	OVRFLW	OVRFLW	4995	4957	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1542	1470	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99730	OVRFLW	17559	17225
1:06:11	34.0	OVRFLW	OVRFLW	4930	4864	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1578	1450	OVRFLW	OVRFLW	OVRFLW	OVRFLW	96729	OVRFLW	17807	17289
1:09:11	34.0	OVRFLW	OVRFLW	4981	4928	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1547	1435	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17678	16995
1:12:11	34.0	OVRFLW	OVRFLW	4997	4896	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1554	1408	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99438	OVRFLW	17492	17283
1:15:11	34.0	OVRFLW	OVRFLW	4878	5082	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1519	1443	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98457	OVRFLW	17883	17517
1:18:11	34.0	OVRFLW	OVRFLW	5004	5032	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1566	1460	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98960	OVRFLW	17845	17229
1:21:11	34.0	OVRFLW	OVRFLW	5094	4922	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1558	1476	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99731	OVRFLW	18033	17402
1:24:11	34.0	OVRFLW	OVRFLW	4969	5004	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1552	1379	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98963	OVRFLW	18068	17163
1:27:11	34.0	OVRFLW	OVRFLW	5116	4949	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1553	1475	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17628	17225
1:30:11	34.0	OVRFLW	OVRFLW	5063	5075	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1543	1457	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99757	OVRFLW	17922	17358
1:33:11	34.0	OVRFLW	OVRFLW	5048	4906	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1508	1429	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98706	OVRFLW	17818	17191
1:36:11	34.0	OVRFLW	OVRFLW	5049	4932	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1533	1382	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	18077	17289
1:39:11	34.0	OVRFLW	OVRFLW	5166	5002	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1532	1433	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99081	OVRFLW	17944	16985
1:42:11	34.0	OVRFLW	OVRFLW	5014	5082	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1491	1460	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17645	17180
1:45:11	34.0	OVRFLW	OVRFLW	5212	5082	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1554	1379	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98436	OVRFLW	17462	16827
1:48:11	34.0	OVRFLW	OVRFLW	5131	5038	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1534	1372	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98952	OVRFLW	17579	17205
1:51:11	34.0	OVRFLW	OVRFLW	5115	5047	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1472	1384	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99940	OVRFLW	18026	16854
1:54:11	34.0	OVRFLW	OVRFLW	5233	5147	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1548	1464	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99538	OVRFLW	17698	16981
1:57:11	34.0	OVRFLW	OVRFLW	5122	5114	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1493	1394	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17604	16704
2:00:11	34.0	OVRFLW	OVRFLW	5111	5161	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1553	1355	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98968	OVRFLW	17898	16969
2:03:11	34.0	OVRFLW	OVRFLW	5144	5115	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1507	1390	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17818	17159
2:06:11	34.0	OVRFLW	OVRFLW	5118	5120	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1563	1443	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98689	OVRFLW	17606	16758
2:09:11	34.0	OVRFLW	OVRFLW	5081	5163	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1553	1421	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98258	OVRFLW	17653	16778
2:12:11	34.0	OVRFLW	OVRFLW	5262	5203	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1481	1397	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98658	OVRFLW	17437	16861
2:15:11	34.0	OVRFLW	OVRFLW	5262	5193	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1529	1403	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98138	OVRFLW	17481	16509
2:18:11	34.0	OVRFLW	OVRFLW	5183	5186	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1459	1300	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17632	16793
2:21:11	34.0	OVRFLW	OVRFLW	5281	5240	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1392	1372	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17395	16915
2:24:11	34.0	OVRFLW	OVRFLW	5247	5266	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1561	1417	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99684	OVRFLW	17492	17210
2:27:11	34.0	OVRFLW	OVRFLW	5175	5165	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1502	1352	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98551	OVRFLW	17285	16576
2:30:11	34.0	OVRFLW	OVRFLW	5300	5204	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1466	1376	OVRFLW	OVRFLW	OVRFLW	OVRFLW	98259	OVRFLW	17751	16637
2:33:11	34.0	OVRFLW	OVRFLW	5186	5239	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1528	1373	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17909	17145
2:36:11	34.0	OVRFLW	OVRFLW	5286	5436	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1540	1452	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99951	OVRFLW	17297	16660
2:39:11	34.0	OVRFLW	OVRFLW	5392	5353	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1566	1393	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17857	16905
2:42:11	34.0	OVRFLW	OVRFLW	5302	5255	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1606	1398	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17505	16916
2:45:11	34.0	OVRFLW	OVRFLW	5442	5300	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1588	1382	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99032	OVRFLW	17575	16635
2:48:11	34.0	OVRFLW	OVRFLW	5285	5318	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1640	1340	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17579	16678
2:51:11	34.0	OVRFLW	OVRFLW	5466	5379	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1651	1382	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17607	16956
2:54:11	34.0	OVRFLW	OVRFLW	5424	5282	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1608	1360	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99188	OVRFLW	17314	16698
2:57:11	34.0	OVRFLW	OVRFLW	5596	5366	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1625	1373	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99900	OVRFLW	17535	16820
3:00:11	34.0	OVRFLW	OVRFLW	5443	5308	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1600	1407	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17493	16175
3:03:11	34.0	OVRFLW	OVRFLW	5352	5348	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1508	1357	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99718	OVRFLW	17938	16895
3:06:11	34.0	OVRFLW	OVRFLW	5439	5430	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1597	1386	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99674	OVRFLW	17244	16315
3:09:11	34.0	OVRFLW	OVRFLW	5476	5341	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1582	1423	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17490	16977
3:12:11	34.0	OVRFLW	OVRFLW	5565	5325	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1617	1393	OVRFLW	OVRFLW	OVRFLW	OVRFLW	99199	OVRFLW	17364	16871
3:15:11	34.0	OVRFLW	OVRFLW	5481	5444	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1584	1376	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17378	16855
3:18:11	34.0	OVRFLW	OVRFLW	5566	5554	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1640	1386	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17599	17076
3:21:11	34.0	OVRFLW	OVRFLW	5596	5652	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1659	1379	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17192	16433
3:24:11	34.0	OVRFLW	OVRFLW	5353	5456	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1560	1398	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17682	16363
3:27:11	34.0	OVRFLW	OVRFLW	5455	5501	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1599	1343	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17721	17012
3:30:11	34.0	OVRFLW	OVRFLW	5615	5620	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1556	1403	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17442	16676
3:33:11	34.0	OVRFLW	OVRFLW	5636	5603	OVRFLW	OVRFLW	OVRFLW	OVRFLW	1667	1356	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	OVRFLW	17376	16818
