Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,ChanStr
gfp,61,1800,0.5,F1,3633,AFU,485,515,gfp61485515
gfp,61,1800,0.5,F2,4134,AFU,485,515,gfp61485515
gfp,61,1800,0.5,G1,7511,AFU,485,515,gfp61485515
gfp,61,1800,0.5,G2,7206,AFU,485,515,gfp61485515
gfp,61,1800,0.5,H1,2783,AFU,485,515,gfp61485515
gfp,61,1800,0.5,H2,3106,AFU,485,515,gfp61485515
gfp,61,1800,0.5,I1,512,AFU,485,515,gfp61485515
gfp,61,1800,0.5,I2,503,AFU,485,515,gfp61485515
gfp,61,1980,0.55,A1,4669,AFU,485,515,gfp61485515
gfp,61,1980,0.55,A2,4536,AFU,485,515,gfp61485515
gfp,61,1980,0.55,B1,137,AFU,485,515,gfp61485515
gfp,61,1980,0.55,B2,135,AFU,485,515,gfp61485515
gfp,61,1980,0.55,C1,3492,AFU,485,515,gfp61485515
gfp,61,1980,0.55,C2,4062,AFU,485,515,gfp61485515
gfp,61,1980,0.55,D1,4757,AFU,485,515,gfp61485515
gfp,61,1980,0.55,D2,4137,AFU,485,515,gfp61485515
gfp,61,1980,0.55,E1,46,AFU,485,515,gfp61485515
gfp,61,1980,0.55,E2,35,AFU,485,515,gfp61485515
gfp,61,1980,0.55,F1,3572,AFU,485,515,gfp61485515
gfp,61,1980,0.55,F2,4053,AFU,485,515,gfp61485515
gfp,61,1980,0.55,G1,7668,AFU,485,515,gfp61485515
gfp,61,1980,0.55,G2,7071,AFU,485,515,gfp61485515
gfp,61,1980,0.55,H1,2735,AFU,485,515,gfp61485515
gfp,61,1980,0.55,H2,3077,AFU,485,515,gfp61485515
gfp,61,1980,0.55,I1,505,AFU,485,515,gfp61485515
gfp,61,1980,0.55,I2,491,AFU,485,515,gfp61485515
gfp,61,2160,0.6,A1,4643,AFU,485,515,gfp61485515
gfp,61,2160,0.6,A2,4471,AFU,485,515,gfp61485515
gfp,61,2160,0.6,B1,144,AFU,485,515,gfp61485515
gfp,61,2160,0.6,B2,137,AFU,485,515,gfp61485515
gfp,61,2160,0.6,C1,3491,AFU,485,515,gfp61485515
gfp,61,2160,0.6,C2,3954,AFU,485,515,gfp61485515
gfp,61,2160,0.6,D1,4737,AFU,485,515,gfp61485515
gfp,61,2160,0.6,D2,4123,AFU,485,515,gfp61485515
gfp,61,2160,0.6,E1,43,AFU,485,515,gfp61485515
gfp,61,2160,0.6,E2,41,AFU,485,515,gfp61485515
gfp,61,2160,0.6,F1,3487,AFU,485,515,gfp61485515
gfp,61,2160,0.6,F2,4083,AFU,485,515,gfp61485515
gfp,61,2160,0.6,G1,7430,AFU,485,515,gfp61485515
gfp,61,2160,0.6,G2,7234,AFU,485,515,gfp61485515
gfp,61,2160,0.6,H1,2771,AFU,485,515,gfp61485515
gfp,61,2160,0.6,H2,3046,AFU,485,515,gfp61485515
gfp,61,2160,0.6,I1,504,AFU,485,515,gfp61485515
gfp,61,2160,0.6,I2,486,AFU,485,515,gfp61485515
gfp,61,2340,0.65,A1,4621,AFU,485,515,gfp61485515
gfp,61,2340,0.65,A2,4419,AFU,485,515,gfp61485515
gfp,61,2340,0.65,B1,141,AFU,485,515,gfp61485515
gfp,61,2340,0.65,B2,136,AFU,485,515,gfp61485515
gfp,61,2340,0.65,C1,3508,AFU,485,515,gfp61485515
gfp,61,2340,0.65,C2,4016,AFU,485,515,gfp61485515
gfp,61,2340,0.65,D1,4795,AFU,485,515,gfp61485515
gfp,61,2340,0.65,D2,4073,AFU,485,515,gfp61485515
gfp,61,2340,0.65,E1,42,AFU,485,515,gfp61485515
gfp,61,2340,0.65,E2,46,AFU,485,515,gfp61485515
gfp,61,2340,0.65,F1,3507,AFU,485,515,gfp61485515
gfp,61,2340,0.65,F2,4068,AFU,485,515,gfp61485515
gfp,61,2340,0.65,G1,7548,AFU,485,515,gfp61485515
gfp,61,2340,0.65,G2,7258,AFU,485,515,gfp61485515
gfp,61,2340,0.65,H1,2774,AFU,485,515,gfp61485515
gfp,61,2340,0.65,H2,3033,AFU,485,515,gfp61485515
gfp,61,2340,0.65,I1,496,AFU,485,515,gfp61485515
gfp,61,2340,0.65,I2,491,AFU,485,515,gfp61485515
gfp,61,2520,0.7,A1,4771,AFU,485,515,gfp61485515
gfp,61,2520,0.7,A2,4404,AFU,485,515,gfp61485515
gfp,61,2520,0.7,B1,135,AFU,485,515,gfp61485515
gfp,61,2520,0.7,B2,137,AFU,485,515,gfp61485515
gfp,61,2520,0.7,C1,3489,AFU,485,515,gfp61485515
gfp,61,2520,0.7,C2,4034,AFU,485,515,gfp61485515
gfp,61,2520,0.7,D1,4762,AFU,485,515,gfp61485515
gfp,61,2520,0.7,D2,4090,AFU,485,515,gfp61485515
gfp,61,2520,0.7,E1,57,AFU,485,515,gfp61485515
gfp,61,2520,0.7,E2,41,AFU,485,515,gfp61485515
gfp,61,2520,0.7,F1,3552,AFU,485,515,gfp61485515
gfp,61,2520,0.7,F2,4025,AFU,485,515,gfp61485515
gfp,61,2520,0.7,G1,7406,AFU,485,515,gfp61485515
gfp,61,2520,0.7,G2,7174,AFU,485,515,gfp61485515
gfp,61,2520,0.7,H1,2772,AFU,485,515,gfp61485515
gfp,61,2520,0.7,H2,3080,AFU,485,515,gfp61485515
gfp,61,2520,0.7,I1,491,AFU,485,515,gfp61485515
gfp,61,2520,0.7,I2,486,AFU,485,515,gfp61485515
gfp,61,2700,0.75,A1,4599,AFU,485,515,gfp61485515
gfp,61,2700,0.75,A2,4532,AFU,485,515,gfp61485515
gfp,61,2700,0.75,B1,141,AFU,485,515,gfp61485515
gfp,61,2700,0.75,B2,131,AFU,485,515,gfp61485515
gfp,61,2700,0.75,C1,3403,AFU,485,515,gfp61485515
gfp,61,2700,0.75,C2,3947,AFU,485,515,gfp61485515
gfp,61,2700,0.75,D1,4770,AFU,485,515,gfp61485515
gfp,61,2700,0.75,D2,4215,AFU,485,515,gfp61485515
gfp,61,2700,0.75,E1,47,AFU,485,515,gfp61485515
gfp,61,2700,0.75,E2,43,AFU,485,515,gfp61485515
gfp,61,2700,0.75,F1,3505,AFU,485,515,gfp61485515
gfp,61,2700,0.75,F2,4011,AFU,485,515,gfp61485515
gfp,61,2700,0.75,G1,7587,AFU,485,515,gfp61485515
gfp,61,2700,0.75,G2,7274,AFU,485,515,gfp61485515
gfp,61,2700,0.75,H1,2701,AFU,485,515,gfp61485515
gfp,61,2700,0.75,H2,3068,AFU,485,515,gfp61485515
gfp,61,2700,0.75,I1,494,AFU,485,515,gfp61485515
gfp,61,2700,0.75,I2,488,AFU,485,515,gfp61485515
gfp,61,2880,0.8,A1,4604,AFU,485,515,gfp61485515
gfp,61,2880,0.8,A2,4473,AFU,485,515,gfp61485515
gfp,61,2880,0.8,B1,136,AFU,485,515,gfp61485515
