

Software Version	3.04.17



Experiment File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\20201103_gfp_atpbeg_timeseries.xpt
Protocol File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\gfp_24hr_protocol.prt



Plate Number	Plate 1
Date	11/3/2020
Time	7:27:40 PM
Reader Type:	Synergy H1
Reader Serial Number:	271275
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 34°C
	Preheat before moving to next step
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:03:00, 481 Reads
    Read	gfp
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 61
	Filter Set 2
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 9.5 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A																									Well ID
B																									Well ID
C																									Well ID
D																									Well ID
E																									Well ID
F																									Well ID
G																									Well ID
H																									Well ID
I																									Well ID
J																									Well ID
K																									Well ID
L																						SPL1	SPL6	SPL11	Well ID
M																						SPL2	SPL7	SPL12	Well ID
N																						SPL3	SPL8	SPL13	Well ID
O																						SPL4	SPL9	SPL14	Well ID
P																						SPL5	SPL10	SPL15	Well ID

gfp:485,515

Time	T° gfp:485,515	L22	L23	L24	M22	M23	M24	N22	N23	N24	O22	O23	O24	P22	P23	P24
0:00:00	27.0	61	62	62	74	76	77	70	72	65	54	83	78	68	29	19
0:03:00	30.6	57	64	71	76	62	85	67	64	61	67	73	60	54	28	22
0:06:00	33.4	54	60	61	73	71	72	67	61	68	57	69	61	56	24	26
0:09:00	34.0	59	63	54	68	59	65	70	57	58	60	78	69	44	30	20
0:12:00	34.0	59	61	67	53	65	61	62	48	62	58	72	64	50	29	18
0:15:00	34.0	61	67	55	36	59	55	48	58	61	52	60	59	22	20	15
0:18:00	34.0	69	63	62	36	49	50	45	51	40	51	74	64	23	19	15
0:21:00	34.0	84	80	88	18	45	50	52	36	52	84	105	102	24	15	16
0:24:00	34.0	152	130	141	30	36	31	89	69	78	116	139	157	29	21	14
0:27:00	34.0	216	184	196	11	30	27	109	87	95	156	192	207	29	23	17
0:30:00	34.0	278	234	245	2	18	15	132	99	116	203	229	269	29	27	15
0:33:00	34.0	340	290	304	17	18	15	147	120	141	233	279	308	26	19	4
0:36:00	34.0	382	364	366	14	19	20	180	132	166	284	330	350	21	18	19
0:39:00	34.0	470	440	427	11	17	18	215	156	180	307	372	411	18	17	9
0:42:00	34.0	510	501	487	15	16	14	250	173	212	369	436	457	25	21	11
0:45:00	34.0	584	573	515	18	17	18	274	193	247	407	484	525	26	16	11
0:48:00	34.0	644	677	588	12	15	19	316	218	278	448	550	575	24	19	15
0:51:00	34.0	725	749	641	12	15	17	353	256	302	513	600	648	34	18	8
0:54:00	34.0	784	828	691	19	16	13	395	275	348	570	648	696	28	19	7
0:57:00	34.0	832	894	747	15	10	16	435	304	391	611	727	750	26	24	7
1:00:00	34.0	894	978	787	24	21	15	486	341	419	643	775	827	28	8	9
1:03:00	34.0	958	1066	851	17	17	16	513	373	458	717	854	859	28	32	10
1:06:00	34.0	1019	1135	899	13	14	19	574	407	491	749	889	951	29	22	12
1:09:00	34.0	1074	1183	960	13	25	14	619	447	555	807	979	990	31	19	14
1:12:00	34.0	1173	1298	997	13	15	21	670	467	589	843	1029	1071	22	20	18
1:15:00	34.0	1206	1326	1036	22	14	17	709	527	618	899	1094	1105	34	26	21
1:18:00	34.0	1260	1463	1094	16	16	14	781	541	649	947	1170	1176	32	24	15
1:21:00	34.0	1294	1523	1161	16	15	16	803	580	698	1002	1225	1246	27	24	18
1:24:00	34.1	1406	1530	1194	11	22	24	870	601	747	1066	1300	1318	30	27	18
1:27:00	34.0	1432	1680	1260	21	22	25	911	671	786	1105	1366	1354	32	19	17
1:30:00	34.0	1487	1751	1327	16	20	19	976	699	849	1165	1447	1425	32	21	15
1:33:00	34.0	1559	1821	1370	15	15	20	1009	727	850	1213	1523	1473	35	16	22
1:36:00	34.0	1633	1914	1418	19	17	16	1073	771	917	1255	1585	1582	40	25	14
1:39:00	34.0	1646	1988	1503	17	11	15	1120	815	970	1327	1638	1592	33	18	20
1:42:00	34.0	1785	2021	1495	19	18	13	1196	863	1012	1362	1734	1639	40	19	15
1:45:00	34.0	1798	2118	1581	24	22	12	1244	881	1058	1418	1781	1768	42	18	15
1:48:00	34.0	1821	2198	1653	16	16	18	1303	943	1089	1446	1863	1820	44	23	14
1:51:00	34.0	1932	2267	1686	19	19	18	1363	959	1163	1537	1916	1872	33	23	19
1:54:00	34.0	1970	2395	1732	14	13	22	1416	1034	1185	1580	1963	1912	39	16	5
1:57:00	34.0	2020	2456	1795	27	22	20	1461	1072	1246	1632	1998	1960	46	23	20
2:00:00	34.0	2088	2517	1821	22	24	13	1530	1124	1280	1655	2097	2048	43	29	19
2:03:00	34.0	2133	2566	1907	19	23	18	1578	1144	1347	1728	2162	2094	45	25	15
2:06:00	34.1	2210	2604	1951	23	16	22	1606	1185	1394	1756	2253	2140	47	24	21
2:09:00	34.0	2264	2673	2026	19	18	16	1697	1224	1443	1855	2312	2215	50	25	22
2:12:00	34.0	2290	2783	2058	25	23	20	1739	1263	1473	1873	2404	2279	48	24	20
2:15:00	34.0	2408	2874	2140	26	25	20	1800	1336	1555	1928	2467	2311	42	21	23
2:18:00	34.0	2496	2875	2188	25	21	23	1830	1360	1590	2004	2457	2380	55	33	14
2:21:00	34.0	2480	3010	2257	22	19	24	1900	1417	1622	2046	2513	2480	56	25	16
2:24:00	34.0	2586	3055	2326	15	23	21	1950	1456	1728	2130	2622	2578	46	25	21
2:27:00	34.0	2613	3134	2337	24	24	16	2011	1492	1756	2140	2565	2591	52	24	15
2:30:00	34.0	2650	3177	2389	20	19	20	2053	1539	1783	2252	2739	2678	49	28	17
2:33:00	34.0	2721	3226	2410	21	21	21	2065	1624	1827	2290	2748	2798	51	28	21
2:36:00	34.1	2670	3363	2525	27	27	30	2145	1649	1936	2296	2762	2851	52	26	15
2:39:00	34.0	2775	3330	2541	26	21	11	2171	1660	1945	2388	2904	2917	55	28	20
2:42:00	34.0	2829	3461	2664	24	25	23	2250	1723	2011	2441	2922	2870	56	27	18
2:45:00	34.0	2920	3497	2695	24	25	33	2249	1801	2087	2515	2995	2993	60	29	14
2:48:00	34.0	2975	3574	2758	26	19	27	2322	1839	2097	2534	3011	3103	58	20	25
2:51:00	34.0	3059	3640	2819	27	24	27	2412	1852	2178	2603	3033	3145	56	35	15
2:54:00	34.0	3043	3670	2900	35	20	24	2414	1941	2204	2655	3112	3194	59	33	17
2:57:00	34.0	3071	3706	2915	25	36	21	2456	1964	2254	2721	3081	3306	58	22	19
3:00:00	34.0	3203	3820	3001	30	23	26	2507	2033	2335	2787	3143	3295	61	28	16
3:03:00	34.0	3289	3871	3064	23	14	24	2527	2018	2375	2798	3203	3299	60	25	9
3:06:00	34.0	3352	3906	3165	30	32	28	2600	2084	2458	2882	3228	3474	60	32	23
3:09:00	34.0	3368	4056	3219	22	29	28	2645	2147	2504	2918	3290	3515	61	28	22
3:12:00	34.0	3425	4007	3258	29	27	34	2697	2208	2533	2976	3299	3545	60	24	16
3:15:00	34.0	3511	4153	3325	17	29	29	2699	2269	2602	3055	3333	3661	51	29	35
3:18:00	34.0	3492	4188	3399	20	26	32	2706	2266	2622	3072	3395	3684	65	28	17
3:21:00	34.0	3556	4238	3505	29	27	27	2758	2306	2735	3092	3450	3751	69	29	14
3:24:00	34.0	3627	4303	3472	28	26	26	2763	2361	2777	3191	3468	3827	67	32	32
3:27:00	34.0	3706	4379	3515	32	30	26	2794	2368	2805	3160	3497	3864	56	27	17
3:30:00	34.0	3758	4428	3554	35	30	36	2904	2415	2854	3244	3504	3782	68	25	21
3:33:00	34.0	3736	4532	3541	28	26	29	2843	2479	2874	3344	3538	3927	74	22	26
3:36:00	34.0	3762	4468	3709	27	25	19	2895	2466	2963	3353	3525	3954	62	31	24
3:39:00	34.0	3819	4533	3693	36	36	31	2955	2496	2987	3437	3561	3941	72	38	19
3:42:00	34.0	3805	4615	3725	32	31	25	3023	2590	3001	3484	3540	4086	72	25	23
3:45:00	34.0	3933	4563	3780	32	28	38	2945	2620	3146	3487	3537	4092	66	30	15
3:48:00	34.0	3949	4732	3926	39	34	39	3019	2658	3125	3537	3646	4168	68	32	19
3:51:00	34.0	3953	4744	3913	31	27	22	3099	2660	3130	3582	3671	4278	72	33	10
3:54:00	34.0	3991	4896	3956	30	26	29	3132	2657	3264	3611	3657	4242	73	36	21
3:57:00	34.0	4166	4934	3991	34	29	25	3200	2797	3222	3689	3704	4340	70	30	40
4:00:00	34.0	4159	5001	4047	31	16	35	3143	2781	3313	3680	3855	4393	70	31	17
4:03:00	34.0	4194	4991	4008	33	38	35	3231	2789	3314	3681	3720	4345	73	28	16
4:06:00	34.0	4161	5011	4089	32	31	29	3208	2796	3386	3805	3803	4447	72	39	23
4:09:00	34.0	4278	5115	4069	36	31	33	3283	2870	3371	3784	3721	4411	68	28	28
4:12:00	34.0	4324	5128	4168	31	34	30	3255	2893	3451	3856	3849	4481	72	32	24
4:15:00	34.0	4396	5194	4162	42	29	35	3326	2932	3476	3915	3854	4537	80	29	21
4:18:00	34.0	4378	5102	4140	36	33	40	3360	2966	3577	3894	3829	4562	83	32	23
4:21:00	34.0	4442	5215	4248	25	36	31	3341	3021	3549	3890	3855	4577	69	41	29
4:24:00	34.0	4309	5293	4244	29	39	29	3428	3043	3564	3982	3909	4697	76	34	23
4:27:00	34.0	4527	5343	4257	32	33	30	3446	3039	3632	4013	3897	4769	75	27	22
4:30:00	34.0	4562	5517	4293	22	36	35	3483	3057	3573	4035	3912	4641	82	34	16
4:33:00	34.0	4529	5381	4280	28	35	36	3439	3053	3576	3999	3897	4782	84	35	18
4:36:00	34.0	4610	5522	4456	36	33	41	3505	3100	3737	3940	3952	4667	79	35	23
4:39:00	34.0	4561	5570	4392	32	32	31	3573	3165	3695	4090	3955	4769	75	39	27
4:42:00	34.0	4683	5693	4457	35	38	33	3521	3168	3775	4113	3987	4790	76	30	24
4:45:00	34.0	4530	5758	4382	38	31	41	3636	3175	3709	4070	4000	4873	82	36	26
4:48:00	34.0	4626	5593	4420	37	33	35	3649	3240	3744	4151	4019	4849	68	38	25
4:51:00	34.0	4598	5610	4526	39	30	38	3654	3221	3835	4209	4058	4916	96	37	28
4:54:00	34.0	4893	5761	4478	38	33	30	3625	3255	3841	4173	4162	4950	88	31	21
4:57:00	34.0	4733	5845	4533	33	38	37	3738	3283	3856	4215	4112	4966	80	31	27
5:00:00	34.0	4933	5927	4548	41	39	37	3763	3247	3802	4214	4104	4974	88	39	24
5:03:00	34.0	4768	5842	4605	36	36	39	3710	3354	3810	4187	4108	4980	85	31	26
5:06:00	34.0	4804	5886	4577	41	33	34	3793	3365	3938	4266	4140	5038	75	33	28
5:09:00	34.0	4806	5970	4577	34	42	28	3822	3305	3989	4275	4171	5009	78	38	26
5:12:00	34.0	4945	5779	4665	53	43	39	3860	3421	3974	4381	4200	5030	86	31	41
5:15:00	34.0	4950	5965	4752	39	44	33	3794	3385	3982	4217	4283	5132	79	38	30
5:18:00	34.0	4841	6006	4671	35	40	46	3890	3429	3935	4286	4216	5097	87	29	26
5:21:00	34.0	5089	6038	4689	30	45	38	3892	3488	4065	4337	4268	5053	87	40	20
5:24:00	34.0	5031	6045	4635	44	41	38	3967	3475	4074	4356	4302	5151	87	34	29
5:27:00	34.0	5097	6138	4746	35	45	48	3984	3505	3996	4288	4239	5186	93	38	24
5:30:00	34.0	4994	6017	4759	43	49	33	4056	3425	4055	4350	4323	5140	92	37	24
5:33:00	34.0	5128	6193	4781	45	45	57	3996	3476	4058	4278	4379	5146	91	38	22
5:36:00	34.0	5180	6193	4853	43	40	51	4058	3524	4061	4382	4319	5301	94	47	24
5:39:00	34.0	5189	6270	4684	37	45	41	4025	3564	4081	4340	4367	5205	80	45	25
5:42:00	34.0	5137	6286	4789	36	40	34	4005	3545	4162	4383	4392	5146	96	39	28
5:45:00	34.0	5213	6250	4806	44	44	42	4054	3682	4196	4387	4432	5257	94	35	21
5:48:00	34.0	5274	6250	4897	38	39	46	4111	3564	4243	4510	4484	5199	91	38	30
5:51:00	33.9	5334	6299	4777	45	49	49	4159	3591	4160	4393	4448	5219	85	38	38
5:54:00	34.0	5306	6256	4841	48	50	40	4164	3603	4156	4444	4402	5307	88	34	25
5:57:00	34.0	5289	6297	5005	39	42	31	4125	3677	4251	4418	4441	5216	97	37	26
6:00:00	34.0	5292	6405	4835	43	36	50	4190	3605	4238	4552	4570	5303	95	42	33
6:03:00	34.0	5301	6344	4967	40	62	44	4215	3677	4238	4562	4534	5372	95	33	35
6:06:00	34.0	5322	6458	4928	44	45	45	4290	3729	4237	4550	4605	5367	95	43	27
6:09:00	34.0	5319	6423	4951	37	46	50	4230	3681	4161	4552	4536	5458	95	37	26
6:12:00	34.0	5505	6410	5037	41	42	54	4204	3655	4261	4602	4610	5374	97	34	24
6:15:00	34.0	5416	6367	4960	47	39	55	4215	3738	4332	4555	4532	5414	100	34	30
6:18:00	34.0	5470	6313	5077	44	48	53	4290	3727	4306	4570	4633	5436	96	36	45
6:21:00	34.0	5375	6269	4981	47	50	52	4210	3669	4353	4516	4630	5431	99	52	35
6:24:00	34.0	5486	6494	5004	45	49	54	4359	3761	4311	4580	4608	5499	97	42	31
6:27:00	34.0	5420	6638	5018	53	46	50	4346	3695	4287	4657	4592	5514	103	35	26
6:30:00	34.0	5483	6453	5048	43	49	46	4386	3716	4333	4651	4694	5409	90	41	30
6:33:00	34.0	5471	6430	5140	45	50	46	4400	3774	4378	4642	4656	5438	97	41	30
6:36:00	34.0	5523	6547	5099	48	58	53	4396	3754	4341	4551	4638	5456	97	39	29
6:39:00	34.0	5523	6505	5053	42	54	51	4354	3841	4390	4618	4652	5573	102	38	30
6:42:00	34.0	5498	6586	5140	49	56	56	4408	3742	4418	4619	4641	5455	101	46	21
6:45:00	34.0	5566	6513	5109	47	45	52	4463	3844	4361	4688	4643	5456	99	40	32
6:48:00	34.0	5608	6567	5205	53	57	59	4434	3860	4384	4685	4717	5532	99	40	38
6:51:00	34.0	5672	6575	5045	48	53	46	4514	3878	4425	4571	4670	5537	104	35	19
6:54:00	34.0	5600	6572	5134	44	56	59	4462	3891	4408	4773	4643	5700	109	41	27
6:57:00	34.0	5554	6571	5225	46	55	56	4535	3849	4397	4622	4676	5633	105	47	31
7:00:00	34.0	5707	6554	5256	51	54	53	4468	3882	4447	4641	4752	5576	105	40	29
7:03:00	34.0	5641	6713	5182	47	53	58	4409	3922	4432	4724	4720	5547	108	42	34
7:06:00	34.0	5778	6570	5289	51	54	54	4456	3887	4465	4678	4772	5464	104	44	30
7:09:00	34.0	5713	6553	5204	51	56	56	4513	3960	4418	4642	4777	5600	109	45	31
7:12:00	34.0	5688	6682	5182	54	67	61	4509	3923	4441	4653	4741	5526	111	30	35
7:15:00	34.0	5774	6774	5344	62	46	63	4530	3872	4492	4679	4830	5574	105	42	31
7:18:00	34.0	5823	6669	5305	48	45	69	4606	3905	4432	4710	4838	5497	118	47	29
7:21:00	34.0	5754	6646	5402	46	52	64	4549	3853	4578	4705	4786	5660	106	46	30
7:24:00	34.0	5939	6735	5233	58	56	59	4520	3948	4489	4735	4755	5534	108	49	34
7:27:00	34.0	5799	6812	5326	49	52	57	4603	4026	4521	4788	4751	5681	108	44	32
7:30:00	34.0	5790	6649	5399	59	57	67	4584	3913	4457	4789	4790	5631	111	41	30
7:33:00	34.0	5851	6701	5431	52	60	59	4631	3896	4535	4748	4791	5628	111	45	33
7:36:00	34.0	5963	6735	5304	51	59	62	4616	3974	4529	4831	4825	5715	113	44	30
7:39:00	34.0	5813	6803	5283	51	54	59	4619	3941	4578	4857	4817	5723	113	46	35
7:42:00	34.0	5799	6822	5347	55	56	71	4589	4007	4521	4881	4921	5741	110	48	36
7:45:00	34.0	5902	6674	5322	53	60	60	4701	4024	4564	4828	4902	5744	117	52	30
7:48:00	34.0	5856	6694	5356	57	59	56	4635	4009	4580	4802	4824	5701	102	44	33
7:51:00	34.0	5882	6829	5441	47	63	61	4620	4004	4646	4810	4824	5646	111	45	31
7:54:00	34.0	5781	6758	5389	54	52	53	4671	4018	4568	4730	4768	5694	123	53	34
7:57:00	34.0	5953	6763	5344	53	69	66	4717	4021	4540	4749	4818	5675	106	46	38
8:00:00	34.0	5879	6827	5336	55	53	57	4708	4046	4614	4819	4850	5636	110	41	34
8:03:00	34.0	6032	6881	5505	52	60	66	4697	4059	4555	4788	4832	5680	114	53	27
8:06:00	34.0	5936	6751	5432	57	60	67	4698	4089	4681	4898	4873	5741	115	49	29
8:09:00	34.0	5867	6761	5394	55	56	65	4670	4050	4671	4793	4892	5726	113	53	33
8:12:00	34.0	5885	6924	5427	52	64	65	4674	4030	4636	4935	4817	5731	116	47	34
8:15:00	34.0	5936	6911	5446	55	62	65	4711	3970	4628	4945	4902	5808	109	49	36
8:18:00	34.0	6042	6912	5505	66	64	74	4692	4035	4588	4832	4899	5864	118	55	37
8:21:00	34.0	6102	6932	5573	62	66	74	4743	4130	4680	4853	4972	5825	118	50	33
8:24:00	34.0	6103	6769	5550	56	52	58	4694	4057	4670	4816	4978	5857	119	50	36
8:27:00	34.0	6109	6938	5541	60	65	64	4762	4078	4669	4894	4933	5809	115	49	32
8:30:00	34.0	5980	6966	5556	71	62	67	4775	4010	4593	4908	4925	5818	127	49	33
8:33:00	34.0	6003	6875	5483	57	58	75	4712	4054	4682	4848	4903	5936	115	53	45
8:36:00	34.0	6065	6917	5605	54	73	65	4895	4098	4609	4880	4967	5803	124	54	28
8:39:00	34.0	6020	6987	5479	60	74	68	4766	4052	4618	4941	4871	5885	123	47	35
8:42:00	34.0	6103	7030	5599	60	64	71	4665	4093	4642	4931	4945	5853	119	52	38
8:45:00	34.0	6098	6928	5655	61	68	72	4792	4113	4602	4932	4914	5844	129	49	40
8:48:00	34.0	6054	6959	5651	64	72	71	4846	4120	4682	4931	5025	5878	120	50	38
8:51:00	34.0	6256	6976	5577	58	67	72	4779	4169	4672	4992	4956	5847	118	62	42
8:54:00	34.0	6154	7107	5614	59	69	79	4730	4122	4722	4944	4885	5879	127	57	41
8:57:00	34.0	6228	7067	5661	60	69	69	4791	4206	4697	4947	4977	5824	124	55	34
9:00:00	34.0	6228	7056	5671	57	62	76	4901	4145	4681	4976	4932	5886	127	58	47
9:03:00	34.0	6257	6864	5599	65	68	70	4898	4140	4795	4901	5065	5813	124	52	39
9:06:00	34.0	6122	7179	5667	60	59	75	4780	4084	4672	4919	4931	5981	130	60	37
9:09:00	34.0	6261	7057	5569	52	68	78	4901	4196	4704	4945	5000	5793	129	54	44
9:12:00	34.0	6172	7133	5704	59	67	69	4850	4209	4751	4980	4948	5890	124	56	43
9:15:00	34.0	6233	7045	5649	70	72	72	4834	4150	4765	4938	4941	5869	131	57	48
9:18:00	34.0	6212	7120	5611	60	68	70	4867	4175	4709	4962	4952	5954	132	59	49
9:21:00	34.0	6295	7043	5597	49	68	73	4916	4150	4678	4949	5069	5931	126	59	38
9:24:00	34.0	6189	7037	5679	58	70	70	4801	4243	4793	4875	4960	5910	127	63	43
9:27:00	34.0	6251	7186	5647	62	68	83	4961	4173	4777	5042	5028	5885	133	56	43
9:30:00	34.0	6202	7086	5744	77	70	77	4858	4139	4795	4980	4912	5870	139	60	43
9:33:00	34.0	6244	7213	5740	67	67	74	4880	4180	4722	4932	4938	5842	131	60	47
9:36:00	34.0	6154	7085	5609	64	71	77	4885	4095	4764	4938	5031	5908	136	62	40
9:39:00	34.0	6225	7083	5655	66	65	75	4821	4189	4724	4919	5051	5916	137	68	42
9:42:00	34.0	6103	7112	5674	62	68	78	4925	4233	4735	4948	5007	5907	132	57	56
9:45:00	34.0	6328	7110	5678	62	69	70	4886	4156	4757	4931	4902	5996	130	63	46
9:48:00	34.0	6377	7104	5592	63	76	75	4876	4184	4810	4967	4945	5892	138	62	45
9:51:00	34.0	6322	7171	5683	63	69	75	4934	4268	4721	5004	5042	5938	134	62	44
9:54:00	34.0	6220	7117	5725	57	73	81	4832	4225	4738	4979	4965	5954	132	65	43
9:57:00	34.0	6432	7177	5734	64	66	72	4924	4270	4762	5012	5107	6034	135	63	39
10:00:00	34.0	6380	7274	5663	69	73	78	4844	4206	4846	5006	4991	6050	131	61	46
10:03:00	34.0	6330	7166	5764	63	65	94	4876	4235	4806	5076	5160	5985	137	63	46
10:06:00	34.0	6460	7039	5744	67	67	82	4994	4292	4734	4933	5084	5994	140	63	51
10:09:00	34.0	6323	7220	5726	67	68	76	4925	4226	4738	4945	5154	6009	139	82	49
10:12:00	34.0	6422	7122	5676	64	70	81	4975	4252	4806	4991	5019	5934	130	63	48
10:15:00	34.0	6437	7152	5773	63	75	79	4939	4259	4731	5080	5074	6026	139	74	46
10:18:00	34.0	6290	7339	5756	62	75	83	4912	4293	4776	5048	5110	5824	139	64	49
10:21:00	34.0	6418	7184	5772	64	72	81	4917	4255	4805	5069	5137	5938	153	63	48
10:24:00	34.0	6411	7168	5740	73	78	80	4906	4174	4851	5038	5075	5946	139	76	53
10:27:00	34.0	6394	7308	5785	69	67	79	4900	4268	4882	5011	5116	5948	145	68	47
10:30:00	34.0	6344	7228	5708	71	80	84	4978	4239	4869	5129	5088	5977	140	69	47
10:33:00	34.0	6400	7329	5716	65	69	84	4967	4328	4798	5087	5154	5929	139	76	47
10:36:00	34.0	6359	7137	5593	72	68	82	4897	4285	4888	5018	5118	6017	138	69	54
10:39:00	34.0	6362	7259	5649	68	73	81	4949	4253	4800	5069	5154	5991	139	65	58
10:42:00	34.0	6409	7219	5816	69	73	93	4949	4305	4814	5049	5159	5968	141	70	57
10:45:00	34.0	6357	7298	5660	65	73	87	4818	4245	4873	5026	5111	5976	142	67	56
10:48:00	34.0	6465	7168	5799	70	76	83	5009	4284	4772	4987	5098	5971	143	69	55
10:51:00	34.0	6452	7229	5760	64	68	87	4907	4265	4904	5105	4991	6119	140	70	55
10:54:00	34.0	6399	7267	5747	66	78	86	4908	4297	4817	5009	5008	6068	146	73	56
10:57:00	34.0	6374	7294	5828	70	77	90	4926	4279	4792	4938	5147	6123	144	69	51
11:00:00	34.0	6344	7203	5748	73	75	81	4999	4265	4882	5087	5030	6059	146	78	59
11:03:00	34.0	6429	7133	5803	67	72	85	4983	4368	4859	5006	5097	6124	140	69	51
11:06:00	34.0	6518	7305	5724	71	73	94	4878	4346	4843	5014	5111	5971	141	70	62
11:09:00	34.0	6360	7213	5712	73	81	81	4949	4337	4935	5052	5141	6083	148	76	58
11:12:00	34.0	6324	7205	5680	69	74	86	5028	4227	4880	5016	5091	6053	156	71	58
11:15:00	34.0	6356	7309	5907	71	79	92	5012	4303	4868	4970	5026	5982	147	76	56
11:18:00	34.0	6434	7163	5839	71	87	89	5044	4409	4924	5039	5114	6026	151	78	53
11:21:00	34.0	6486	7380	5847	66	72	81	4969	4334	4761	5045	5093	5989	149	76	46
11:24:00	34.0	6367	7318	5837	61	77	86	4956	4277	4838	5036	5182	6138	147	76	62
11:27:00	34.0	6468	7287	5832	74	82	90	4956	4337	4999	5103	5144	6091	146	78	51
11:30:00	34.0	6499	7261	5764	77	81	86	5018	4312	4794	5170	5081	6005	139	80	59
11:33:00	34.0	6313	7121	5673	70	75	93	4986	4319	4825	5059	5073	6014	142	69	61
11:36:00	34.0	6511	7346	5781	76	80	88	5032	4303	4836	5034	5109	6002	149	74	55
11:39:00	34.0	6443	7241	5719	67	79	82	5007	4344	4890	5035	5005	6081	151	73	51
11:42:00	34.0	6532	7307	5756	77	79	89	4973	4368	4927	5111	5114	5964	146	75	64
11:45:00	34.0	6511	7237	5753	82	78	93	5074	4277	4884	5061	5140	6142	155	69	60
11:48:00	34.0	6429	7414	5792	77	76	92	4952	4337	4903	5072	5121	6107	152	76	62
11:51:00	34.0	6438	7242	5794	75	82	89	5079	4269	4877	5032	5094	6050	152	76	55
11:54:00	34.0	6534	7232	5609	71	86	98	5097	4321	4882	5037	5104	6050	147	80	59
11:57:00	34.0	6328	7315	5814	71	87	93	5060	4279	4810	5059	5184	6063	154	72	63
12:00:00	34.0	6395	7265	5662	79	79	93	5082	4318	4846	4992	5124	6064	154	75	66
12:03:00	34.0	6561	7340	5839	74	86	94	4844	4353	4853	5063	5112	6051	159	80	58
12:06:00	34.0	6526	7385	5796	68	79	95	5050	4292	4836	5033	5172	6056	160	77	67
12:09:00	34.0	6374	7354	5797	71	81	92	4967	4373	4899	5055	5128	5915	154	81	61
12:12:00	34.0	6428	7186	5727	71	88	87	4989	4306	4831	5125	5150	6107	155	78	64
12:15:00	34.0	6436	7179	5856	79	89	97	5125	4351	4917	4997	5161	6100	153	88	65
12:18:00	34.0	6440	7314	5863	80	84	85	5035	4273	4900	5099	5065	6046	150	81	59
12:21:00	34.0	6484	7303	5776	78	87	96	5016	4289	5003	5108	5111	6133	146	83	59
12:24:00	34.0	6524	7355	5645	76	84	93	5061	4325	4927	5067	5045	6124	160	93	58
12:27:00	34.0	6590	7331	5891	76	87	106	5081	4299	4830	5033	5059	6013	156	81	60
12:30:00	34.0	6464	7207	5858	81	84	92	5048	4263	4916	5062	5117	6099	158	80	63
12:33:00	34.0	6494	7353	5788	74	80	98	4977	4308	4935	5118	5160	6007	158	81	61
12:36:00	34.0	6408	7325	5911	75	92	97	5035	4318	4851	5097	5105	6045	158	85	65
12:39:00	34.0	6399	7324	5784	80	92	86	5030	4353	4948	5008	5125	6066	148	79	63
12:42:00	34.0	6511	7338	5797	73	81	102	5097	4382	4859	5082	5112	6088	165	86	68
12:45:00	34.0	6557	7374	5858	71	81	96	5049	4336	4976	5052	5171	6039	158	85	63
12:48:00	34.0	6458	7364	5780	75	83	92	5101	4347	4866	5099	5028	5996	168	78	70
12:51:00	34.0	6467	7204	5734	74	85	101	4945	4353	4936	5134	5091	6111	156	83	67
12:54:00	34.0	6338	7337	5798	79	87	93	4973	4392	4880	4963	5148	6112	170	77	62
12:57:00	34.0	6534	7374	5796	81	82	102	5102	4350	4878	5156	5249	5970	162	85	68
13:00:00	34.0	6377	7377	5880	92	86	100	5093	4361	4857	5130	5104	6074	168	78	64
13:03:00	34.0	6547	7243	5820	72	85	91	5066	4317	4906	4954	5061	5966	158	86	68
13:06:00	34.0	6453	7366	5756	79	93	104	5096	4334	4885	5153	5061	6112	165	86	67
13:09:00	34.0	6431	7311	5832	79	83	94	5001	4311	4921	5072	5069	6116	168	89	61
13:12:00	34.0	6405	7475	5821	80	89	91	5159	4390	5000	5094	5050	6154	165	81	66
13:15:00	34.0	6458	7216	5848	80	89	101	5054	4326	4874	5044	5160	6176	160	86	69
13:18:00	34.0	6516	7276	5807	79	93	104	5070	4341	4867	5096	5167	6042	164	94	69
13:21:00	34.0	6517	7270	5856	80	94	93	5033	4343	4958	5060	5144	6201	166	90	66
13:24:00	34.0	6496	7439	5836	79	86	102	4996	4338	4965	5140	5113	6026	172	88	66
13:27:00	34.0	6333	7288	5806	78	93	100	5034	4330	5010	5137	5096	6040	169	86	68
13:30:00	34.0	6597	7361	5849	76	88	100	5003	4305	4922	5059	5088	5965	166	85	70
13:33:00	34.0	6288	7492	5741	80	94	106	5076	4341	4928	5061	5136	6049	179	88	64
13:36:00	34.0	6578	7220	5937	80	87	104	5056	4461	4895	5114	5124	6041	171	80	58
