

Software Version	3.04.17



Experiment File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\20201022_controls_gfp_24hr_3.xpt
Protocol File Path:	C:\Users\Biotek2\Box\biocircuits\Ankita\gfp_24hr_protocol.prt



Plate Number	Plate 1
Date	10/22/2020
Time	5:21:31 PM
Reader Type:	Synergy H1
Reader Serial Number:	Unknown
Reading Type	Reader

Procedure Details

Plate Type	384 WELL PLATE
Well Selection	Runtime
Eject plate on completion	
Set Temperature	Setpoint 34°C
	Preheat before moving to next step
Start Kinetic	Runtime 24:00:00 (HH:MM:SS), Interval 0:03:00, 481 Reads
    Read	gfp
	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 61
	Filter Set 2
	    Excitation: 485,  Emission: 515
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 9.5 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
A																									Well ID
B												SPL1	SPL6	SPL11											Well ID
C												SPL2	SPL7	SPL12											Well ID
D												SPL3	SPL8	SPL13											Well ID
E												SPL4	SPL9	SPL14											Well ID
F												SPL5	SPL10	SPL15											Well ID
G																									Well ID
H																									Well ID
I																									Well ID
J																									Well ID
K																									Well ID
L																									Well ID
M																									Well ID
N																									Well ID
O																									Well ID
P																									Well ID

gfp:485,515

Time	T° gfp:485,515	B12	B13	B14	C12	C13	C14	D12	D13	D14	E12	E13	E14	F12	F13	F14
15:21:00	34.0	3994	3891	3842	122	138	106	199	167	161	124	127	121	0	6	3
15:24:00	34.0	4013	3919	3740	127	137	102	184	163	162	131	115	120	10	8	6
15:27:00	34.0	3947	3923	3798	126	138	112	195	162	164	135	118	125	6	5	5
15:30:00	34.0	4010	3916	3798	132	138	106	198	162	168	135	129	115	17	6	17
15:33:00	34.0	4032	3878	3791	135	135	108	194	167	152	127	114	115	2	6	11
15:36:00	34.0	4056	3946	3720	124	145	109	203	166	170	125	130	121	5	4	3
15:39:00	34.0	4086	3811	3706	130	138	105	199	164	154	119	119	124	2	4	5
15:42:00	34.0	3984	3899	3719	126	140	107	197	159	168	122	123	116	7	3	10
15:45:00	34.0	3991	3814	3823	127	145	109	189	166	162	124	130	117	10	5	4
15:48:00	34.0	3987	3815	3829	134	132	109	210	173	166	123	124	116	4	9	5
15:51:00	34.0	4027	3940	3823	128	139	114	209	169	171	134	128	119	4	6	5
15:54:00	34.0	3959	3966	3887	134	137	112	194	174	164	132	117	120	12	10	4
15:57:00	34.0	4008	3864	3778	122	137	108	196	168	160	127	121	125	6	10	4
16:00:00	34.0	4065	3921	3858	138	143	107	197	174	164	132	123	123	7	9	0
16:03:00	34.0	3950	3975	3838	127	135	112	204	175	155	127	122	130	9	7	8
16:06:00	34.0	4011	3892	3815	134	142	98	207	168	169	138	136	116	4	4	7
16:09:00	34.0	3932	3991	3852	132	155	112	203	171	163	133	118	117	0	5	7
16:12:00	34.0	3985	3866	3814	119	137	110	211	169	172	129	127	115	6	7	4
16:15:00	34.0	4066	3989	3800	126	133	113	205	150	166	131	120	116	7	1	9
16:18:00	34.0	4087	3944	3757	127	143	108	203	178	174	131	122	122	8	13	12
16:21:00	34.0	4036	3896	3810	130	135	109	204	161	172	143	121	121	2	8	6
16:24:00	34.0	4039	3895	3748	125	144	110	209	172	162	125	127	131	1	8	0
16:27:00	34.0	4118	3973	3737	123	138	107	201	170	167	138	116	120	5	2	8
16:30:00	34.0	4031	3960	3752	144	134	107	210	173	164	143	123	122	7	11	12
16:33:00	34.0	3964	3891	3815	129	135	115	194	174	168	136	120	125	4	9	8
16:36:00	34.0	3980	3937	3757	126	139	109	206	168	169	133	131	120	9	6	10
16:39:00	34.0	4015	3919	3824	125	141	110	208	176	176	130	120	123	4	0	7
16:42:00	34.0	4062	3910	3760	130	137	113	204	177	172	138	120	120	17	14	6
16:45:00	34.0	3997	3921	3743	127	149	113	207	173	175	145	130	121	6	9	9
16:48:00	34.0	4101	3917	3735	129	135	113	208	177	171	134	122	127	6	6	5
16:51:00	34.0	4061	3919	3707	129	141	109	223	176	169	124	124	120	12	6	5
16:54:00	34.0	3979	3850	3784	130	140	110	213	177	175	129	128	119	3	7	5
16:57:00	34.0	4047	3887	3810	128	141	113	207	184	172	132	124	117	4	3	6
17:00:00	34.0	3952	3878	3744	131	138	105	215	181	175	133	121	116	7	5	8
17:03:00	34.0	3917	3886	3723	136	140	116	211	187	169	130	126	118	0	11	6
17:06:00	34.0	4065	3914	3790	127	139	97	214	176	168	141	133	116	10	18	3
17:09:00	34.0	4037	3951	3737	129	148	109	207	185	179	137	131	122	9	10	4
17:12:00	34.0	4052	3944	3774	129	141	105	208	181	173	140	120	119	22	0	7
17:15:00	34.0	4013	3903	3770	139	145	112	210	183	171	133	118	120	13	8	4
17:18:00	34.0	4019	4008	3738	128	141	104	219	178	182	130	115	113	11	0	2
17:21:00	34.0	3967	3956	3841	131	142	107	211	192	183	127	123	123	0	3	2
17:24:00	34.0	4103	3902	3811	128	138	109	211	184	180	140	127	112	5	4	5
17:27:00	34.0	4059	3887	3754	137	145	101	205	182	168	129	122	124	0	4	5
17:30:00	34.0	4043	3872	3859	133	139	110	215	182	178	140	124	118	8	10	9
17:33:00	34.0	4115	3992	3801	130	137	111	219	191	185	131	132	116	4	0	6
17:36:00	34.0	4094	3964	3706	138	137	112	221	188	178	133	131	123	8	8	6
17:39:00	34.0	4049	3958	3805	132	130	111	209	182	178	134	123	120	4	17	4
17:42:00	34.0	4087	3966	3814	133	139	109	218	189	184	132	118	119	8	4	10
17:45:00	34.0	4010	3899	3823	130	145	109	213	190	180	130	120	119	11	3	8
17:48:00	34.0	4098	3972	3811	134	149	105	200	181	182	130	121	119	6	10	8
17:51:00	34.0	4114	3901	3718	148	143	109	218	196	173	140	120	124	10	12	6
17:54:00	34.0	4010	3975	3894	136	143	100	223	185	185	130	126	126	7	4	6
17:57:00	34.0	4098	3912	3821	132	141	101	223	199	191	131	131	122	10	7	3
18:00:00	34.0	4050	3903	3804	132	147	106	219	195	185	132	121	116	5	4	11
18:03:00	34.0	4117	3869	3822	131	138	110	214	192	188	130	131	118	2	3	6
18:06:00	34.0	3944	3974	3795	133	139	109	224	185	191	133	119	124	12	12	9
18:09:00	34.0	4061	3890	3792	126	142	105	216	198	185	132	132	117	2	6	7
18:12:00	34.0	4032	3932	3757	126	145	110	216	200	197	134	123	121	2	9	6
18:15:00	34.0	4090	3964	3801	131	139	113	211	197	187	133	122	121	15	11	13
18:18:00	34.0	4065	3966	3815	121	137	106	215	188	190	126	129	125	8	5	11
18:21:00	34.0	4117	3959	3856	129	142	104	217	188	185	130	127	120	14	3	10
18:24:00	34.0	4014	4036	3756	118	139	108	222	198	185	133	122	109	6	0	9
18:27:00	34.0	4068	3932	3833	128	152	108	218	200	191	133	120	119	8	4	4
18:30:00	34.0	4052	4014	3850	132	145	113	218	189	183	129	126	118	9	9	7
18:33:00	34.0	4124	3934	3857	134	145	114	225	199	191	141	126	118	7	7	7
18:36:00	34.0	4110	3952	3866	128	128	107	221	197	197	118	125	120	7	6	11
18:39:00	34.0	4112	3869	3860	137	139	109	210	195	198	131	124	121	10	11	5
18:42:00	34.0	4110	3956	3895	129	136	113	221	202	195	136	124	123	2	3	6
18:45:00	34.0	4078	3963	3899	137	140	108	220	194	202	128	119	122	7	6	0
18:48:00	34.0	4076	3938	3829	135	143	107	217	199	209	132	119	123	11	8	6
18:51:00	34.0	4059	3995	3892	132	138	115	215	195	201	129	123	126	4	0	0
18:54:00	34.0	4045	3908	3841	137	139	112	220	197	207	140	125	120	7	14	2
18:57:00	34.0	4069	3953	3778	134	143	107	222	197	202	136	131	132	7	12	5
19:00:00	34.0	4094	4025	3867	129	140	110	218	200	196	134	136	121	0	7	15
19:03:00	34.0	3973	3902	3898	130	142	104	224	202	203	131	126	119	9	5	10
19:06:00	34.0	4124	3935	3816	130	147	119	223	207	203	142	131	118	9	3	6
19:09:00	34.0	4028	3979	3830	123	139	105	213	197	209	125	124	123	0	10	7
19:12:00	34.0	4000	3980	3737	137	143	116	222	208	220	127	124	108	8	3	6
19:15:00	34.0	4108	4070	3901	131	147	112	224	205	204	125	130	121	8	4	14
19:18:00	34.0	4068	3981	3801	131	147	113	213	210	208	135	121	124	10	5	12
19:21:00	34.0	3988	3908	3820	135	153	109	218	206	200	136	125	131	10	8	9
19:24:00	34.0	4102	3919	3808	128	138	102	225	205	208	136	122	123	15	0	12
19:27:00	34.0	4106	3940	3812	123	147	110	226	204	206	132	124	121	6	0	0
19:30:00	34.0	4102	3964	3800	125	142	104	216	203	209	129	139	122	0	6	2
19:33:00	34.0	3940	3980	3822	135	138	118	218	211	206	136	128	112	6	9	3
19:36:00	34.0	4086	3931	3891	138	138	107	224	206	206	135	130	114	0	7	3
19:39:00	34.0	4057	3917	3822	130	139	106	222	209	201	126	125	115	2	5	5
19:42:00	34.0	4148	3841	3797	136	144	115	229	209	214	130	118	116	5	7	2
19:45:00	34.0	4090	4027	3799	144	147	110	225	204	214	151	130	114	9	11	10
19:48:00	34.0	4054	3941	3822	135	137	114	232	203	214	128	126	117	12	12	5
19:51:00	34.0	4175	3899	3791	128	138	107	228	208	210	138	120	111	9	7	0
19:54:00	34.0	4172	3982	3896	130	135	104	233	211	202	132	122	120	8	8	4
19:57:00	34.0	4020	3989	3836	125	139	115	233	204	221	128	119	123	8	13	8
20:00:00	34.0	4150	3955	3711	132	143	107	220	202	209	138	128	122	1	2	2
20:03:00	34.1	4077	3984	3788	128	145	109	217	208	220	138	122	111	3	7	7
20:06:00	34.0	3988	3897	3803	140	132	118	232	205	226	138	138	115	10	7	12
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																
0:00:00																

gfp:485,515[2]

Time	T° gfp:485,515[2]	B12	B13	B14	C12	C13	C14	D12	D13	D14	E12	E13	E14	F12	F13	F14
0:00:09	29.6	2925	1535	1786	3810	4149	3526	734	743	1380	4289	4568	3856	240	230	215
0:03:09	33.0	3472	2109	2403	3870	4142	3493	556	552	1263	4240	4198	3825	219	221	219
0:06:09	34.0	3964	2680	2924	3787	4121	3201	609	490	1200	4122	4404	3682	226	207	217
0:09:09	34.0	4332	3162	3353	3617	3871	3245	699	562	1132	4132	4208	3748	251	200	233
0:12:09	34.0	4985	3776	4166	3717	3898	3157	901	859	1034	4024	4307	3664	215	215	227
0:15:09	34.0	5995	4492	4974	3721	3950	3199	808	876	963	3969	4284	3753	205	229	182
0:18:09	34.0	7016	5367	6301	3615	3875	3132	848	847	894	3948	4007	3535	193	222	230
0:21:09	34.0	8499	6666	7466	3593	3926	3164	836	788	864	3920	4116	3611	220	228	210
0:24:09	34.0	9874	7768	8953	3668	3785	3183	776	800	829	3967	4030	3573	240	198	208
0:27:09	34.0	11776	9223	10465	3567	3958	3093	783	712	819	3965	4090	3590	223	226	243
0:30:09	34.0	13245	10766	12422	3668	3949	3160	791	687	903	4066	4120	3602	223	232	241
0:33:09	34.0	14948	12322	13686	3621	3737	3129	786	679	825	3990	4101	3520	216	194	222
0:36:09	34.0	16960	14058	15764	3517	3797	3127	779	659	898	4098	4071	3503	210	233	253
0:39:09	34.0	19287	15307	17501	3757	3834	3023	801	672	870	3937	3934	3562	231	235	230
0:42:09	34.0	20525	17258	19338	3541	3796	3220	820	672	956	3938	4029	3575	203	230	240
0:45:09	34.0	23528	18681	21615	3585	4002	3246	824	682	961	4083	3985	3602	221	239	220
0:48:09	34.0	25329	20464	22917	3622	3858	3056	807	720	958	4097	3982	3707	213	219	209
0:51:09	34.0	28028	22273	24993	3570	3848	3206	891	790	977	4038	4114	3655	254	217	222
0:54:09	34.0	29642	23995	26436	3566	3855	3185	946	751	1016	4070	4141	3530	207	215	203
0:57:09	34.1	32171	25144	28504	3672	3844	3137	947	772	1023	4043	4023	3771	219	233	223
1:00:09	34.0	34767	26549	30774	3657	3894	3238	1012	858	1098	4063	4150	3647	224	216	201
1:03:09	34.0	37212	28705	32504	3658	4000	3176	1048	825	1097	3940	4054	3695	224	202	199
1:06:09	34.0	38764	30213	34154	3683	3922	3090	1098	868	1110	3969	3986	3725	252	218	234
1:09:09	34.0	41415	32536	36461	3651	3834	3143	1114	920	1148	4121	4113	3742	229	227	218
1:12:09	34.0	43989	33997	37376	3597	3897	3158	1200	979	1233	4030	4060	3649	211	206	213
1:15:09	34.0	46362	35415	40293	3598	3846	3182	1224	983	1176	4033	4116	3700	231	203	226
1:18:09	34.0	48744	36961	41333	3764	3898	3153	1251	996	1258	4123	4159	3668	233	229	233
1:21:09	34.0	50224	38486	43162	3732	3947	3144	1290	1041	1301	4013	4031	3787	207	226	207
1:24:09	34.0	53444	40496	44786	3800	3753	3131	1439	1056	1261	4032	4092	3573	224	214	225
1:27:09	34.0	55725	41576	45774	3706	3909	3135	1449	1177	1290	4042	4089	3698	231	222	186
1:30:09	34.0	56969	43213	48773	3671	4032	3089	1495	1188	1328	4104	4186	3856	229	205	221
1:33:09	34.0	58982	44845	49425	3748	3818	3125	1620	1240	1310	4076	4246	3764	204	209	215
1:36:09	34.0	60921	46678	52072	3660	3870	3237	1614	1230	1465	4097	4061	3830	212	206	241
1:39:09	34.0	64298	47961	54115	3584	3968	3245	1696	1283	1403	4109	4089	3792	240	201	235
1:42:09	34.0	67010	49798	55024	3826	3867	3218	1702	1331	1408	4018	4036	3791	210	204	243
1:45:09	34.0	66575	50887	57173	3720	4032	3095	1719	1364	1464	4246	4011	3768	226	220	211
1:48:09	34.0	69848	52729	58937	3692	3986	3179	1773	1394	1408	4185	3961	3654	221	209	207
1:51:09	34.0	71794	54004	59924	3736	3987	3190	1744	1437	1512	4202	4148	3721	253	211	191
1:54:09	34.0	70755	55524	61407	3632	3904	3202	1862	1459	1540	4216	4177	3855	225	232	224
1:57:09	34.0	75186	55914	62916	3696	3954	3227	1881	1502	1463	4113	4104	3707	227	227	225
2:00:09	34.0	75725	57665	64098	3706	3896	3288	1967	1510	1538	4138	4167	3825	185	235	242
2:03:09	34.0	77541	59406	66153	3831	4145	3262	2038	1570	1599	4298	4195	3816	236	233	215
2:06:09	34.0	80146	60689	67777	3700	3876	3274	1950	1579	1613	4225	4269	3713	248	213	217
2:09:09	34.0	82683	62208	68705	3744	4028	3204	2100	1676	1583	4061	4156	3646	215	200	213
2:12:09	34.0	82449	63826	70718	3779	4012	3172	2102	1762	1618	4136	4124	3872	218	201	223
2:15:09	34.0	86110	65799	71676	3894	4012	3216	2184	1669	1633	4223	4306	3817	215	218	199
2:18:09	34.0	86629	66892	73780	3735	4145	3332	2217	1763	1593	4178	4248	3838	212	207	207
2:21:09	34.0	87606	67029	76416	3737	4155	3277	2144	1732	1674	4150	4156	3871	221	203	203
2:24:09	34.0	89473	68594	74780	3685	4000	3273	2189	1782	1685	4199	4235	3757	254	232	213
2:27:09	34.0	90789	69375	77362	3668	3955	3238	2243	1805	1693	4151	4220	3851	219	212	211
2:30:09	34.0	90438	72080	78718	3849	3969	3342	2241	1861	1731	4303	4183	3837	253	211	223
2:33:09	34.0	93735	73670	77436	3848	4085	3248	2380	1866	1697	4170	4241	3770	215	243	242
2:36:09	34.0	93568	73260	80131	3779	4162	3255	2371	1851	1744	4267	4218	3857	224	218	220
2:39:09	34.0	95100	75964	82366	3787	4058	3311	2379	1834	1716	4171	4296	3854	225	195	217
2:42:09	34.0	94600	78069	82810	3760	4166	3286	2405	1968	1733	4195	4301	3921	225	194	201
2:45:09	34.0	98979	77753	85245	3913	4038	3349	2430	1983	1775	4280	4239	3906	229	204	224
2:48:09	34.0	98366	78860	84984	3780	3990	3264	2500	1914	1804	4303	4343	3868	199	221	232
2:51:09	34.0	OVRFLW	81270	85897	3862	4269	3295	2436	1977	1864	4206	4257	3850	211	214	215
2:54:09	34.0	OVRFLW	81404	89084	3864	4065	3306	2571	1886	1859	4214	4223	3887	222	219	209
2:57:09	34.0	OVRFLW	81880	88010	3796	4009	3350	2603	2026	1855	4255	4329	3888	226	247	217
3:00:09	34.0	OVRFLW	83803	90486	3791	4017	3232	2625	2064	1879	4226	4295	3921	234	198	219
3:03:09	34.0	OVRFLW	86157	91022	3722	4117	3274	2502	2052	1896	4324	4226	3965	246	209	203
3:06:09	34.0	OVRFLW	85308	92387	3778	4064	3246	2706	2106	1913	4276	4409	3884	238	202	195
3:09:09	34.0	OVRFLW	85798	93020	3822	4029	3363	2581	2107	1943	4322	4242	3857	236	210	184
3:12:09	34.0	OVRFLW	88415	93560	3847	4043	3337	2738	2024	2020	4235	4300	3812	258	198	204
3:15:09	34.0	OVRFLW	87489	94843	3902	4086	3292	2675	2135	1993	4426	4264	3848	229	240	204
3:18:09	34.0	OVRFLW	91086	95065	3908	4064	3226	2768	2084	2058	4185	4229	3871	238	225	204
3:21:09	34.0	OVRFLW	91961	95593	3871	4087	3287	2701	2138	2031	4396	4182	3842	211	220	207
3:24:09	34.0	OVRFLW	92227	97454	3904	4127	3179	2793	2093	2078	4265	4255	3997	213	199	202
3:27:09	34.0	OVRFLW	94228	97175	3819	4124	3226	2707	2158	2129	4354	4278	3872	211	222	195
3:30:09	34.0	OVRFLW	92458	98326	3994	4074	3277	2669	2165	2050	4264	4295	3827	218	188	201
3:33:09	34.0	OVRFLW	94509	OVRFLW	3845	4143	3241	2897	2262	2177	4268	4224	3858	221	218	216
3:36:09	34.0	OVRFLW	96812	98457	3805	4069	3324	2875	2156	2200	4429	4319	4017	227	208	208
3:39:09	34.0	OVRFLW	96633	99385	3833	4052	3324	2888	2162	2136	4470	4332	3879	240	215	200
3:42:09	34.0	OVRFLW	96881	98297	3868	4180	3262	2819	2129	2117	4392	4288	3884	236	197	233
3:45:09	34.0	OVRFLW	96635	OVRFLW	3836	4192	3325	2797	2251	2162	4352	4358	3965	223	217	234
3:48:09	34.0	OVRFLW	OVRFLW	OVRFLW	3875	4177	3195	2885	2183	2156	4566	4293	3948	214	199	241
3:51:09	34.0	OVRFLW	99721	OVRFLW	3819	4237	3280	2998	2245	2309	4514	4385	4001	231	211	220
3:54:09	34.0	OVRFLW	OVRFLW	OVRFLW	3907	4110	3349	2889	2316	2289	4481	4189	3973	226	235	223
3:57:09	34.0	OVRFLW	99781	OVRFLW	3971	4305	3405	2988	2240	2326	4402	4381	3856	222	200	219
4:00:09	34.0	OVRFLW	OVRFLW	OVRFLW	3937	4106	3329	2999	2252	2370	4532	4342	3820	209	227	187
4:03:09	34.0	OVRFLW	OVRFLW	OVRFLW	3894	4364	3412	2985	2226	2369	4411	4225	3960	208	206	225
4:06:09	34.0	OVRFLW	OVRFLW	OVRFLW	4028	4144	3291	2982	2261	2491	4418	4321	3858	228	190	212
4:09:09	34.0	OVRFLW	OVRFLW	OVRFLW	4020	4396	3352	3024	2288	2396	4452	4302	3904	219	217	241
4:12:09	34.0	OVRFLW	OVRFLW	OVRFLW	3917	4281	3366	3086	2214	2540	4475	4247	3929	237	196	229
4:15:09	34.0	OVRFLW	OVRFLW	OVRFLW	3897	4296	3334	3049	2315	2624	4517	4373	3889	228	215	211
4:18:09	34.0	OVRFLW	OVRFLW	OVRFLW	3970	4286	3291	3078	2338	2468	4566	4228	4033	242	201	209
4:21:09	34.0	OVRFLW	OVRFLW	OVRFLW	3923	4257	3334	3064	2260	2601	4566	4357	3983	236	194	192
4:24:09	34.0	OVRFLW	OVRFLW	OVRFLW	4032	4233	3418	3069	2256	2538	4297	4567	3967	229	210	223
4:27:09	34.0	OVRFLW	OVRFLW	OVRFLW	3977	4348	3416	3120	2359	2543	4360	4388	3928	226	201	200
4:30:09	34.0	OVRFLW	OVRFLW	OVRFLW	4052	4240	3361	3216	2388	2596	4446	4234	3938	223	223	222
4:33:09	34.0	OVRFLW	OVRFLW	OVRFLW	3984	4282	3395	3115	2397	2641	4445	4488	4030	222	199	220
4:36:09	34.0	OVRFLW	OVRFLW	OVRFLW	4089	4354	3393	3218	2452	2637	4457	4397	4028	258	242	207
4:39:09	34.0	OVRFLW	OVRFLW	OVRFLW	4087	4192	3450	3263	2519	2770	4432	4406	3961	216	230	208
4:42:09	34.0	OVRFLW	OVRFLW	OVRFLW	4042	4241	3335	3247	2428	2736	4429	4382	4019	231	223	200
4:45:09	34.0	OVRFLW	OVRFLW	OVRFLW	3898	4257	3411	3238	2562	2688	4537	4312	3994	196	228	229
4:48:09	34.0	OVRFLW	OVRFLW	OVRFLW	4109	4428	3479	3079	2587	2885	4449	4319	4081	231	207	218
4:51:09	34.0	OVRFLW	OVRFLW	OVRFLW	3985	4359	3441	3256	2441	2713	4568	4386	4014	219	210	210
4:54:09	34.0	OVRFLW	OVRFLW	OVRFLW	3987	4286	3364	3220	2495	2815	4510	4333	4032	220	235	214
4:57:09	34.0	OVRFLW	OVRFLW	OVRFLW	3999	4160	3460	3266	2445	2859	4409	4514	4017	227	220	208
5:00:09	34.0	OVRFLW	OVRFLW	OVRFLW	3973	4339	3282	3375	2520	2901	4406	4387	4006	215	220	207
5:03:09	34.0	OVRFLW	OVRFLW	OVRFLW	3918	4372	3353	3320	2562	2825	4582	4239	3951	214	216	204
5:06:09	34.0	OVRFLW	OVRFLW	OVRFLW	3963	4245	3457	3368	2624	2932	4592	4418	4002	237	204	229
5:09:09	34.1	OVRFLW	OVRFLW	OVRFLW	3976	4420	3421	3340	2557	2999	4516	4375	3867	232	189	215
5:12:09	34.0	OVRFLW	OVRFLW	OVRFLW	4102	4325	3516	3443	2545	2927	4491	4378	4035	210	209	212
5:15:09	34.0	OVRFLW	OVRFLW	OVRFLW	3968	4321	3525	3402	2631	2956	4492	4305	3914	211	197	219
5:18:09	34.0	OVRFLW	OVRFLW	OVRFLW	4036	4363	3429	3408	2546	2971	4597	4296	3927	211	207	198
5:21:09	34.0	OVRFLW	OVRFLW	OVRFLW	4032	4307	3457	3496	2681	3035	4405	4313	3924	223	215	197
5:24:09	34.0	OVRFLW	OVRFLW	OVRFLW	3993	4434	3398	3462	2609	3011	4499	4412	3980	234	197	214
5:27:09	34.0	OVRFLW	OVRFLW	OVRFLW	4060	4424	3466	3439	2694	3087	4474	4304	3829	218	199	229
5:30:09	34.0	OVRFLW	OVRFLW	OVRFLW	4087	4378	3390	3538	2694	3132	4598	4280	4083	235	208	188
5:33:09	34.0	OVRFLW	OVRFLW	OVRFLW	4149	4418	3438	3480	2721	3146	4356	4281	3937	235	208	230
5:36:09	34.0	OVRFLW	OVRFLW	OVRFLW	4118	4288	3466	3459	2655	2993	4463	4234	4042	256	224	191
5:39:09	34.0	OVRFLW	OVRFLW	OVRFLW	4106	4439	3499	3623	2728	3130	4506	4275	4008	221	203	206
5:42:09	34.0	OVRFLW	OVRFLW	OVRFLW	4033	4267	3465	3491	2724	3283	4511	4409	3989	197	219	228
5:45:09	34.0	OVRFLW	OVRFLW	OVRFLW	3960	4435	3444	3717	2759	3148	4448	4262	4102	246	202	197
